Status,Website,Category,Type / Wood Species,Thickness,Width,Brand Name,Sub-Category / Collection,Name / Colour,Joint Type / Profile,Country of Origin,Grade,Surface Texture,Wear Layer,Sqft / Box,Box Weight,Boxes / Pallet,Installation Method,Warranty,Retail Price,Min Price,Promo Price,Length,url,image1,im1,image2,image3
1,vidarflooring.com,Engineered,American Oak,"1/2""","6""",Vidar,American Oak 6,Day Break,Click,China,"Select & Better, Select, Character",,Dry sawn cut wood layer,,,,,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length (24""-75"" or 83"")",https://vidarflooring.com/test-page/item/100-day-break,https://drive.google.com/file/d/1qVg8FhNS_qsrteThuFwTlHW-yT-uQZgj/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1qVg8FhNS_qsrteThuFwTlHW-yT-uQZgj,https://drive.google.com/file/d/1oy5VNkHuauBcv3Ic1SRcPHar5W5OCGgq/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Silver Stone,Tongue and groove profile,China,Character,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/108-american-oak-silver-stone,https://drive.google.com/file/d/1PK-KqTug-ly57-m1tsrBFAwHMfO8r6Ye/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1PK-KqTug-ly57-m1tsrBFAwHMfO8r6Ye,https://drive.google.com/file/d/1hDOsA_WZ6aG2AyQ0DWfTju3Uk3W7zsaW/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Sky,Tongue and groove profile,China,Character,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/109-american-oak-sky,https://drive.google.com/file/d/1uXNGgk6HIhKESvoWvwJhqcnWnlrfJCdv/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1uXNGgk6HIhKESvoWvwJhqcnWnlrfJCdv,https://drive.google.com/file/d/1ZAaq2MJHX-8japdVoaiO0htP3tcfHao8/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Naked Oak,Tongue and groove profile,China,Character,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/111-american-oak-naked-oak,https://drive.google.com/file/d/1y0byI1chbND-PXH-NWbrcETC7SZOZX33/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1y0byI1chbND-PXH-NWbrcETC7SZOZX33,https://drive.google.com/file/d/1SqVSZZdkGgMBpcczETyjunuVDTRWEngE/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Driftwood,Tongue and groove profile,China,"Select&Better, Select",,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/112-american-oak-driftwood,https://drive.google.com/file/d/1aU_8-AvdiaDwiqwTLstqrseA0GxZBi41/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1aU_8-AvdiaDwiqwTLstqrseA0GxZBi41,https://drive.google.com/file/d/1JnuXJuWMb95UOHvGnuRqRjalzB3neGgG/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Milkyway,Tongue and groove profile,China,Select & Better,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/114-american-oak-milkyway,https://drive.google.com/file/d/1rCcnYu-Uhm0jIPj3ApKP742TdnYjapnK/view?usp=drivesdk,,https://drive.google.com/file/d/1TalEPP5DHNO3IdlAy0iAwFiTdeFroqU4/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Night Owl,Tongue and groove profile,China,Select & Better,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/118-american-oak-night-owl,https://drive.google.com/file/d/1-p4GXlrdkTDZi_4v_vGlTwxSn3VDwWiw/view?usp=drivesdk,,https://drive.google.com/file/d/1_xqsris1idMkiMCyqhnQSgAp4FX7Rasd/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Mist,Tongue and groove profile,China,Select & Better,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/119-american-oak-mist,https://drive.google.com/file/d/14bKiZvYa1f7eEJHM_QsNK4Z6Qs35YQnN/view?usp=drivesdk,,https://drive.google.com/file/d/1jtOw7CL5TGTmPZhiW3lKiMz9uUpiWeNF/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Winter Sky,Tongue and groove profile,China,Select & Better,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/120-american-oak-winter-sky,https://drive.google.com/file/d/1xKp6zLojOA80LiAxoFuknXbyzfJlY2wl/view?usp=drivesdk,,https://drive.google.com/file/d/1bfNDd4ioJ2W5Qzt7SkLArow4NUSsWwuu/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Wheat Berry,Tongue and groove profile,China,Select & Better,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/121-american-oak-wheat-berry,https://drive.google.com/file/d/1vXkVml6cxjwQkbIk1A9bmWswnDZDxU_O/view?usp=drivesdk,,https://drive.google.com/file/d/1cpOP0OoQU9RiyrrrpTmGKJa009rwlN7j/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","9"" ",Vidar,9'' American White Oak,Silver Stone,Tongue and groove profile,China,Character,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/123-naked-oak-silver-stone,https://drive.google.com/file/d/1uOqtXlUfilpD3MpfoneQaUf_kCqFnN0e/view?usp=drivesdk,,https://drive.google.com/file/d/1k0QiTnoM-W46u-8zKr-2EzRCZljcXfhg/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Daybreak,Tongue and groove profile,China,Character / Select&Better / Select,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty ",,,,"RL, full length 33%-50% ",https://vidarflooring.com/test-page/item/124-naked-oak-daybreak,https://drive.google.com/file/d/13oRP4LPYFA2v3gMu4UxnO-w4xl9M66Cr/view?usp=drivesdk,,https://drive.google.com/file/d/1TqLtd9lkAOkNZnFjElBc-neIt6qntANJ/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"9/16""","7 1/2"" ",Vidar,7 1/2'' American White Oak,Urban Grey,Tongue and groove profile,China,Select&Better,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty ",,,,"RL, full length 33%-50% ",https://vidarflooring.com/test-page/item/125-naked-oak-urban-grey,https://drive.google.com/file/d/1rwTsv3kVq6JVgWHQJ95Ys1s2GPT9QdJW/view?usp=drivesdk,,https://drive.google.com/file/d/1wf6rGgL3lrE3sF2cGnz6eVzd64_0ATfk/view?usp=drivesdk,
1,vidarflooring.com,Engineered,Naked Oak,,"9"" ",Vidar,9'' American White Oak,Naked Oak,Tongue and groove profile,China,Select & Better,,Dry sawn cut wood layer,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/126-american-oak-naked-oak,https://drive.google.com/file/d/1o8DwzyTUOyYtfAAr2hjZHZQDVPIQGKNs/view?usp=drivesdk,,https://drive.google.com/file/d/1Rrrv9nFsMV9te9J6FQWu-IdGlItW38D6/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","6""",Vidar,American Oak 6,Silver Stone,Tongue and groove profile,China,"Select, Character",Wirebrushed,2mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 17%-50%",https://vidarflooring.com/test-page/item/128-american-oak-6-collection-silver-break,https://drive.google.com/file/d/1vw7A1zuOnuTkGum6tuQnhpsWc7yL66sA/view?usp=drivesdk,,https://drive.google.com/file/d/1cjAfnREvPteq2CVRF33y8Nm8VWcX4XYC/view?usp=drivesdk,https://drive.google.com/file/d/10yVRXy2xzidsF75FjsbPJq19NUK6PzWL/view?usp=drivesdk
1,vidarflooring.com,Engineered,American Hickory,"3/4""(18mm)","6""",Vidar,American Oak 6,Naked Oak,Tongue and groove profile,China,"Select & Better, Select, Character",Wirebrushed,2mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 17%-50%",https://vidarflooring.com/test-page/item/129-american-oak-6-collection-naked-oak,https://drive.google.com/file/d/1jn082wrJOCHDKAeoFC4BMWPR7f6kh4yl/view?usp=drivesdk,,https://drive.google.com/file/d/1mIp2gx1KGLnmiZFNcyppCOMRrDofZ2EM/view?usp=drivesdk,https://drive.google.com/file/d/1kOezhOWU4A20P67007HpWYOtKcgedE0C/view?usp=drivesdk
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","6""",Vidar,American Oak 6,Macoroon,Tongue and groove profile,China,"Select & Better, Select, Character",,2mm dry sawn cut wood layer,,,,,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 17%-50%",https://vidarflooring.com/test-page/item/130-american-oak-6-collection-macoroon,https://drive.google.com/file/d/1lUqNdCMQ4PSUyrGm73a0J1d3UXYdB3ci/view?usp=drivesdk,,https://drive.google.com/file/d/1Gt-F1L5BFgTgI11ZmAY1vQLHbkWp2KvP/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","7""",Vidar,American Oak 7,Macoroon,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/131-american-oak-7-collection-macoroon,https://drive.google.com/file/d/1mHNG27AWQwlWrqdYgfG8vMABIj9pPXmL/view?usp=drivesdk,,https://drive.google.com/file/d/1FsBeNSjOQ9YPnnmJZ1ZZLhdkXzwJVk4A/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","7""",Vidar,American Oak 7,Daisy,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/132-american-oak-7-collection-daisy,https://drive.google.com/file/d/1GN-YzUAAbJYpVBP8aOwY0xWIPk__MUQh/view?usp=drivesdk,,https://drive.google.com/file/d/1WDRpnpLl-g2iiFjB7z18e8zxEumwjKt2/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","8""",Vidar,American Oak 8,Pearl,Tongue and groove profile,China,Select,Wirebrushed,3mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/135-american-oak-8-collection-pearl,https://drive.google.com/file/d/1WZZAZNVfGwDgLDz17tKwRBJLvqUAhwSJ/view?usp=drivesdk,,https://drive.google.com/file/d/1L_UeprQyKhdU1shHn7vugQgV_ALUUqa6/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","8""",Vidar,American Oak 8,Wheat Berry,Tongue and groove profile,China,Character,Wirebrushed,3mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/136-american-oak-8-collection-wheat-berry,https://drive.google.com/file/d/1vXkVml6cxjwQkbIk1A9bmWswnDZDxU_O/view?usp=drivesdk,,https://drive.google.com/file/d/1cpOP0OoQU9RiyrrrpTmGKJa009rwlN7j/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","8""",Vidar,American Oak 8,Silver stone,Tongue and groove profile,China,Character,Wirebrushed,3mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/137-american-oak-8-collection-silver-stone,https://drive.google.com/file/d/15lG5YRLSTxXlcs5kqlUGLrDeIQpaeLS5/view?usp=drivesdk,,https://drive.google.com/file/d/1d_TttsYYtEqj2fO36a_vfGhQ3usXUAB5/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","8""",Vidar,American Oak 8,Sonic Silver,Tongue and groove profile,China,Character,Wirebrushed,3mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/138-american-oak-8-collection-sonic-silver,https://drive.google.com/file/d/1xqLLY07c7sPXqzXZCvKDijvKEbNqz6ao/view?usp=drivesdk,,,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","8""",Vidar,American Oak 8,Toffee Crunch,Tongue and groove profile,China,"Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%",https://vidarflooring.com/test-page/item/139-american-oak-8-collection-toffee-crunch,https://drive.google.com/file/d/11_VUpRAYDVfG3elH7PJZMTi61pUOoxns/view?usp=drivesdk,,https://drive.google.com/file/d/1xmcqQNnOE7pKLjUxlOqPZzpTUvCo4q5q/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""","9""",Vidar,American Oak 9,Macoroon,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 50%-75%",https://vidarflooring.com/test-page/item/140-american-oak-9-collection-macoroon,https://drive.google.com/file/d/1L6N8Xnsy9G5jGluiiI0IJgoGtbLRY8VA/view?usp=drivesdk,,https://drive.google.com/file/d/1ZeS2T_gnmh_J-mBQ4x883Sm0TDI-9yrh/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""","9""",Vidar,American Oak 9,Daisy,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 50%-75%",https://vidarflooring.com/test-page/item/141-american-oak-9-collection-daisy,https://drive.google.com/file/d/1GSqlihgBmHdgc-1WrAoTAHNfMHQfjsk-/view?usp=drivesdk,,https://drive.google.com/file/d/1FRvY45cY9WNCcjAslSK9q8zN2eiGjtys/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""","10""",Vidar,American Oak 10,Naked Oak,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 50%-75%",https://vidarflooring.com/test-page/item/142-american-oak-10-collection-naked-oak,https://drive.google.com/file/d/1cu-NG7xE3e0oALz4i8p2yRrtQzBqxVOD/view?usp=drivesdk,,https://drive.google.com/file/d/1p0bs9fh1Lb-heNEtw9Ht9kO6-L8SSfRr/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""","10""",Vidar,American Oak 10,Wheat Berry,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 50%-75%",https://vidarflooring.com/test-page/item/143-american-oak-10-collection-wheat-berry,https://drive.google.com/file/d/10zru_OL5mD1Ts_HbyV-CUQXAoFD2iVVT/view?usp=drivesdk,,https://drive.google.com/file/d/10qt6DQOMhQJ016BUoAuO-yLH0n4WrVUD/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""","10""",Vidar,American Oak 10,Silver Stone,Tongue and groove profile,China,Character,Wirebrushed,3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 50%-75%",https://vidarflooring.com/test-page/item/144-american-oak-10-collection-silver-stone,https://drive.google.com/file/d/1sRCiqXav-QsxWDgy7m_vpHXWKV_AoXVn/view?usp=drivesdk,,https://drive.google.com/file/d/1_3shDOePWSOR-RSR_6t5p-R9bVln45Y-/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""","10""",Vidar,American Oak 10,Naked Oak,Tongue and groove profile,China,Character,Wirebrushed,3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 50%-75%",https://vidarflooring.com/test-page/item/145-american-oak-10-collection-sandy-grey,https://drive.google.com/file/d/1iKqi6fYkhUCyIfGgQOmwIJBA3HD8pXr4/view?usp=drivesdk,,https://drive.google.com/file/d/1c1Ws8wiL0qo2N2ZCvdqek61WMCFNkVRR/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""","10""",Vidar,American Oak 10,Macoroon,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 50%-75%",https://vidarflooring.com/test-page/item/146-american-oak-10-collection-macoroon,https://drive.google.com/file/d/1SiSQ1SQHpGFxP_8PpfvA1fgvBUdgrYZm/view?usp=drivesdk,,https://drive.google.com/file/d/1IZMtZFUaWscXJtpMrdx0wSt5V1uKVl--/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Hickory,"3/4""","6""",Vidar,American Hickory 6,Napoli,Tongue and groove profile,China,"Select&Better, Select",Wirebrushed,2mm dry sawn cut wood layer,,,,Hickory must not be installed over radiant heat systems; nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 17%-50%",https://vidarflooring.com/test-page/item/147-american-hickory-6-collection-napoli,https://drive.google.com/file/d/1FN2zIDn5LmfX0_L478T7B0IW3KWyUgJf/view?usp=drivesdk,,https://drive.google.com/file/d/1EAEf1ABBvK7NorTomobSyGdWF9Hlv4X1/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Hickory,"3/4""","7""",Vidar,American Hickory 7,Napoli,Tongue and groove profile,China,Select&Better,Wirebrushed,3mm dry sawn cut wood layer,,,,Hickory must not be installed over radiant heat systems; nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length33%-50%",https://vidarflooring.com/test-page/item/148-american-hickory-7-collection-napoli,https://drive.google.com/file/d/1FN2zIDn5LmfX0_L478T7B0IW3KWyUgJf/view?usp=drivesdk,,https://drive.google.com/file/d/1bn6J3OCmAfIjTet0k9ePXkx5qOzpkESB/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Black Walnut,"3/4""","7""",Vidar,American Black Walnut,Provence,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,2mm or 3mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%; 6""width",https://vidarflooring.com/test-page/item/149-american-black-walnut-provence,https://drive.google.com/file/d/17nUJneDnMTNDVBpGq1gIW6P5QgfPDV9s/view?usp=drivesdk,,https://drive.google.com/file/d/1nVwBFkFMsz_uVggEOj2qwjLXn3dOC_Kj/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Black Walnut,"3/4""","7""",Vidar,American Black Walnut,Chocolate,Tongue and groove profile,China,Character,Wirebrushed,2mm or 3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%; 6""width",https://vidarflooring.com/test-page/item/150-american-black-walnut-chocolate,https://drive.google.com/file/d/1GwUc1yIaLXy-02kT-Su9PACmLApm3Qos/view?usp=drivesdk,,,
1,vidarflooring.com,Engineered,American Black Walnut,"3/4""","7""",Vidar,American Black Walnut,Naked Walnut,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm or 4mm dry sawn cut wood layer,,,,nail down installation with glue assist is recommended,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50%; 10""width",https://vidarflooring.com/test-page/item/151-american-black-walnut-naked-walnut,https://drive.google.com/file/d/1NPsacgyKygTrvfVdn54GDR21HaEqPTtF/view?usp=drivesdk,,,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","5""",Vidar,American Oak Herringbone,Naked Oak,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,glue down is recommended,"Limited 35 years finish warranty,lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/152-american-oak-herringbone-collection-naked-oak,https://drive.google.com/file/d/1uhxEZPu2f9yBHlwg_QUyLCJye4GD39Hh/view?usp=drivesdk,,https://drive.google.com/file/d/1TfxbWXE4myfKYSbux0Fm8xaNzw-g7ypm/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","5""",Vidar,American Oak Herringbone,Wheat Berry,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,glue down is recommended,"Limited 35 years finish warranty,lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/153-american-oak-herringbone-collection-wheat-berry,https://drive.google.com/file/d/1ycdxrNlMgzBiI3O_0XJVCoGm6NX1QCh8/view?usp=drivesdk,,,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","5""",Vidar,American Oak Herringbone,Silver Stone,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,glue down is recommended,"Limited 35 years finish warranty,lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/154-american-oak-herringbone-collection-silver-stone,https://drive.google.com/file/d/15hgvjUuZfUfexbbjtl66pLP-mnP-nRoX/view?usp=drivesdk,,,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","5""",Vidar,American Oak Herringbone,Macoroon,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,glue down is recommended,"Limited 35 years finish warranty,lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/155-american-oak-herringbone-collection-macoroon,https://drive.google.com/file/d/1xCNb67YLZsjMqMe_t4sMvmFQ42OUVHDI/view?usp=drivesdk,,,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","5""",Vidar,American Oak Chevron,Daybreak,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,glue down is recommended,"Limited 35 years finish warranty,lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/156-american-oak-chevron-collection-daybreak,https://drive.google.com/file/d/1gjiz17T7EvgN1P2CQJPMER47dqNGZeYf/view?usp=drivesdk,,https://drive.google.com/file/d/1rdICxSQEAMQvKswjNhjyjBwLuefreSst/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","5""",Vidar,American Oak Chevron,Daybreak,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,glue down is recommended,"Limited 35 years finish warranty,lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/157-american-oak-chevron-collection-natural,https://drive.google.com/file/d/1eEFJ2FLL6zrJkOQU0eK2rbioEVKpFOpe/view?usp=drivesdk,,https://drive.google.com/file/d/1wS030bUqTQRfi_ekOJ0ffNJK6-j2kNLo/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","5""",Vidar,American Oak Chevron,Driftwood,Tongue and groove profile,China,"Select&Better, Select, Character",Wirebrushed,3mm dry sawn cut wood layer,,,,glue down is recommended,"Limited 35 years finish warranty,lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/158-american-oak-chevron-collection-driftwood,https://drive.google.com/file/d/1fYx0SnDD9E5jUjJblHlaFzq8n9VbrqFL/view?usp=drivesdk,,https://drive.google.com/file/d/1OodOx4-n6IYA8dDTM7Wme1aNzTy2Ajee/view?usp=drivesdk,
1,vidarflooring.com,Engineered,American Oak,"3/4""(18mm)","5""",Vidar,American Oak Chevron,Snow Flake,Tongue and groove profile,China,Character,Wirebrushed,3mm dry sawn cut wood layer,,,,glue down is recommended,"Limited 35 years finish warranty,lifetime structural warranty",,,,,https://vidarflooring.com/test-page/item/159-american-oak-chevron-collection-snow-flake,https://drive.google.com/file/d/1OjRWIMzdyvwm8k4ymu6eHfpcXYjCcFhR/view?usp=drivesdk,,https://drive.google.com/file/d/16lDyiTSqGuq4N0RV3iyqTk6CIRsVvl-w/view?usp=drivesdk,
1,vidarflooring.com,Engineered,European Oak,"9/16""","Dry sawn cut wood layer 7 1/2"" ",Vidar,European Oak,Banff,Tongue and groove profile,China,Character/Select,,,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50% Micro-beveled",https://vidarflooring.com/test-page/item/160-european-oak-collection-banff,https://drive.google.com/file/d/1rWVztVcOPNMw2Z44nUQdM2cKR9Fkztb_/view?usp=drivesdk,,https://drive.google.com/file/d/1cuJio77Ze_dhYksUG3aKZx8c_TzozP-x/view?usp=drivesdk,https://drive.google.com/file/d/1SzRa5wIQAlSl5n9UDADehG7LKLVJzKRM/view?usp=drivesdk
1,vidarflooring.com,Engineered,European Oak,"9/16""","Dry sawn cut wood layer 7 1/2"" ",Vidar,European Oak,Yukon,Tongue and groove profile,China,Character/Select,,,,,,Floating Glue-Down,"Limited 35 years finish warranty, lifetime structural warranty",,,,"RL, full length 33%-50% Micro-beveled",https://vidarflooring.com/test-page/item/161-european-oak-collection-yukon,https://drive.google.com/file/d/1UL3hbkJ_cWqX8NScEhNcKp7CySXCrXvX/view?usp=drivesdk,,https://drive.google.com/file/d/1i8eay6nSTxCAtve7m1oqqGNnCSjTCHBp/view?usp=drivesdk,https://drive.google.com/file/d/1OIxCp9kPLyiDZVKskpaGlVUKDWnyE0aL/view?usp=drivesdk
